rescue,batch_size,oracle_pairs,median_gap
True,8,5601,0.0005064152998852001
True,8,5681,0.0005263414968536501
True,8,5761,0.0005718418774760001
True,8,5841,0.0005426844733098001
True,8,5921,0.00057381027150645
True,8,6001,0.00049681396492655
True,8,6081,0.000570462987921
True,8,6161,0.00051449259383935
True,8,6241,0.0005835372442555
True,8,6321,0.0005131103085513
True,8,6401,0.00053567424509365
True,8,6481,0.0005672424212325999
True,8,6561,0.0005134446575243
True,8,6641,0.0005264836714946001
True,8,6721,0.0005361922197448
True,8,6801,0.0005568034762819
True,8,6881,0.0005039946758009499
True,8,6961,0.00058533005067835
True,8,7041,0.0006021704063087999
True,8,7121,0.0005621191734607499
True,8,7201,0.000483211906769
True,8,7281,0.00048492828468875003
True,8,7361,0.00048710326832465
True,8,7441,0.00041989864274409995
True,8,7521,0.0004310506994951
True,8,7601,0.00046983845690725
True,8,7681,0.000517562442873
True,8,7761,0.0004603992658358
True,8,7841,0.00048021093366694997
True,8,7921,0.0004949745835416
True,8,8001,0.00047117371899835
True,8,8081,0.0004158378160079
True,8,8161,0.00042843757518254996
True,8,8241,0.0004257259235034
True,8,8321,0.00048651692163255
True,8,8401,0.0005069011866542499
True,8,8481,0.0004742289972701
True,8,8561,0.0005399448640397
True,8,8641,0.0005151068085611
True,8,8721,0.0005179753645818
True,8,8801,0.00048586855861994997
True,8,8881,0.00055024904842945
True,8,8961,0.0005709974529297
True,8,9041,0.00054115206122325
True,8,9121,0.00054563660856385
True,8,9201,0.0005096855850128
True,8,9281,0.0005441244074839
True,8,9361,0.0005223200828794
True,8,9441,0.00052283464632415
True,8,9521,0.0005274503805918
True,8,9601,0.00050711108059605
True,8,9681,0.0006156074612113499
True,8,9761,0.0004923645044061
True,8,9841,0.0004861818605177
True,8,9921,0.00056597915060935
True,8,10001,0.00053956880641595
True,8,10081,0.0005101583964042
True,8,10161,0.00050864470817255
True,8,10241,0.0004687286058655
True,8,10321,0.00041160791238590004
True,8,10401,0.00040836281717555
True,8,10481,0.00049987005019235
True,8,10561,0.0004990886470084
True,8,10641,0.000575205005882
True,8,10721,0.0005281952893656
True,8,10801,0.00047728907059725
True,8,10881,0.00057706803158015
True,8,10961,0.0005205792286040001
True,8,11041,0.0005229008522427
True,8,11121,0.00044750377583954997
True,8,11201,0.0004798118596576
True,8,11281,0.00048033613606385
True,8,11361,0.00047646626135075
True,8,11441,0.0005120671152075999
True,8,11521,0.00043585829758404997
True,8,11601,0.00049715611537945
True,8,11681,0.0004839705158632
True,8,11761,0.00052518988288545
True,8,11841,0.00050530838349735
True,8,11921,0.00047245171986394995
True,8,12001,0.0004504448932669
True,8,12081,0.00044691301519645
True,8,12161,0.0004882729910624
True,8,12241,0.00045657064220214997
True,8,12321,0.0004999181000933
